Source: ERA5 reanalysis data using Atlite; 19.04.2024; Konstantin Löffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,DolAmroth,Gondor,Rohan,Harad,Mordor
5638,0.434207782,0.377688108,0.304277516,0.495954958,0.211903462,0.243366895,0.401769521,0.444072868,0.261318538,0.666894479,0.327940055,0.277484772,0.227624682,0.2,0.891406987,0.344280463,0.386903465,0.367257773,0.454844644,0.423173561,0.698327994,0.221869484,0.243366488,0.321920069,0.281040708,0.631259477,0.246728786,0.23757588,0.31700261,0.82380829,0.007911948,0.24246097,0.000120573,0,0.047509788
5639,0.449846149,0.428398217,0.384872721,0.540501619,0.225032877,0.277615844,0.431414027,0.499634083,0.283207211,0.68938925,0.385644234,0.348386724,0.297719261,0.201085757,0.934061505,0.368018753,0.422943246,0.436632868,0.502525173,0.4964789,0.710725844,0.240728507,0.280634948,0.356465541,0.354479708,0.658225782,0.299918543,0.277443377,0.394308458,0.86357508,0.019918677,0.3445498,0.001688025,0,0.060484304
5640,0.467251988,0.484588987,0.419279976,0.565850259,0.233587505,0.30565397,0.457644969,0.512679031,0.312216279,0.700888449,0.430935656,0.37120303,0.312987015,0.203124861,0.965260812,0.380630779,0.423727301,0.481886163,0.5081553,0.561851905,0.720133591,0.25602494,0.306322073,0.384647851,0.364990876,0.677203392,0.32709753,0.309269535,0.415352434,0.888756558,0.035149493,0.408355318,0.010309013,0,0.07646047
5641,0.495393141,0.537102681,0.447320168,0.59405803,0.255460849,0.336952473,0.481140538,0.526226331,0.348853498,0.704749908,0.463190343,0.3774505,0.341334709,0.208500681,0.982321365,0.405597565,0.423263996,0.515576942,0.512110347,0.609181495,0.729422209,0.268944032,0.332099356,0.415523524,0.378557308,0.693791106,0.352965251,0.343726502,0.448301899,0.905125809,0.052588588,0.408355318,0.026827547,0,0.1028554
5642,0.52184195,0.580388729,0.504181901,0.609413657,0.280525276,0.375158309,0.503596214,0.542825555,0.381807526,0.712726968,0.491842064,0.401322542,0.351588329,0.221508578,0.993061802,0.423460614,0.422934336,0.557441223,0.517368234,0.633750576,0.734905416,0.289078422,0.369285853,0.448342992,0.398340307,0.709526437,0.372562732,0.364499957,0.4655147,0.931946504,0.070488266,0.459399733,0.046360413,0,0.13544395
5643,0.541521382,0.611846613,0.602417916,0.636310412,0.312499211,0.406535683,0.531552777,0.562066178,0.440374195,0.710189744,0.527170892,0.451109784,0.405166316,0.246422725,1.002391498,0.461017489,0.458876111,0.582161085,0.544385226,0.645151984,0.741616589,0.311490908,0.427422028,0.478411019,0.454342432,0.717445315,0.413617309,0.39012138,0.547678993,0.946084757,0.094489105,0.510444148,0.072886527,0,0.172823174
5644,0.561738569,0.627953049,0.593278925,0.655954736,0.343806082,0.428458521,0.557934428,0.575726913,0.475830162,0.698901398,0.562278309,0.454481927,0.371719981,0.258212455,1.004742732,0.463055675,0.461495566,0.596514553,0.55432149,0.637568673,0.74484876,0.335936225,0.473427717,0.49540244,0.454428589,0.72302877,0.435336658,0.414005477,0.482963231,0.963292243,0.129077064,0.548727459,0.112585268,0,0.217499884
5645,0.577452063,0.657271797,0.599980851,0.664399633,0.3676716,0.451582199,0.572621043,0.5515654,0.521985795,0.671152511,0.601316233,0.458208052,0.382236515,0.273349494,1.004811702,0.461169056,0.45906767,0.659510329,0.542185627,0.639504162,0.742520053,0.349303636,0.509983101,0.514079936,0.464098068,0.712334085,0.460465301,0.424826536,0.43493609,0.968681315,0.174372021,0.612532977,0.17327129,0.00237076,0.272976003
5646,0.569006159,0.67585292,0.425321477,0.654720428,0.343806082,0.45954596,0.590238952,0.427684308,0.559005802,0.611192834,0.622516824,0.34172317,0.351344196,0.221603913,1.001024648,0.459635431,0.327395504,0.696988829,0.391618875,0.64483469,0.727820181,0.29164627,0.531686836,0.42356187,0.361703651,0.679639704,0.449331453,0.36836344,0.238390081,0.973623327,0.212565784,0.625294081,0.21721647,0.023391501,0.308582514
5647,0.482261657,0.683808269,0.308737716,0.625794387,0.284901748,0.432756441,0.584022196,0.352039814,0.572473124,0.547787819,0.617202037,0.267126144,0.278864617,0.201244648,0.995112078,0.406273637,0.284080944,0.71154165,0.333925943,0.636722557,0.702437421,0.222857381,0.549030153,0.310083064,0.30474717,0.638469442,0.306021894,0.275325493,0.217496731,0.954395476,0.532207864,0.523205251,0.562715338,0.163576602,0.600590708
5648,0.392148284,0.643737916,0.240960353,0.567035752,0.247785121,0.395167133,0.55208691,0.274493945,0.434366649,0.491781297,0.559288341,0.215345425,0.207211338,0.2,0.947153176,0.324094041,0.236258069,0.716924201,0.281465517,0.577600231,0.671561447,0.202134359,0.447035713,0.240718065,0.240341412,0.592907604,0.20762919,0.224620392,0.204329748,0.888439891,0.448135527,0.255222074,0.471946292,0.196773099,0.529644136
5649,0.336463043,0.581003906,0.201302248,0.490320377,0.221986024,0.35807327,0.531643202,0.201868966,0.322726526,0.427604083,0.476045923,0.2,0.2,0.2,0.8953696,0.268374971,0.2,0.670474784,0.2,0.508123565,0.629802451,0.200109513,0.259619701,0.208118204,0.2,0.558753201,0.2,0.208115795,0.200116735,0.809796132,0.303777172,0.076566622,0.331177027,0.225368565,0.408664652
5650,0.302758506,0.528308455,0.200441834,0.423821167,0.202582614,0.330681664,0.508162704,0.200556368,0.253640402,0.379182703,0.412457876,0.2,0.2,0.2,0.82508965,0.245629848,0.2,0.625420842,0.2,0.458752721,0.595789132,0.2,0.207138955,0.200344838,0.2,0.535418923,0.2,0.200570836,0.2,0.745562872,0.157229467,0,0.166240363,0.161527797,0.268952054
5651,0.305107227,0.456808181,0.2,0.401450208,0.206679641,0.321013843,0.501260221,0.200507754,0.231480752,0.345974431,0.357734515,0.2,0.2,0.2,0.784165639,0.232080495,0.2,0.521158846,0.2,0.416732506,0.57064701,0.200013689,0.203606361,0.2,0.2,0.523747948,0.2,0.2,0.2,0.705455056,0.073359029,0,0.056413207,0.089298635,0.136221551
5652,0.303541413,0.400253897,0.2,0.375878417,0.205899899,0.311062752,0.484184865,0.200351106,0.217613541,0.332573361,0.307659877,0.2,0.2,0.2,0.752627755,0.228454837,0.2,0.428858073,0.2,0.413136515,0.553954847,0.200277204,0.20305721,0.2,0.2,0.513124998,0.2,0.2,0.2,0.677032398,0.040222225,0,0.020761206,0.034455049,0.085318595
5653,0.31757838,0.368278706,0.2,0.365125293,0.209528178,0.29301904,0.465572274,0.200226869,0.212900373,0.328448916,0.281423552,0.2,0.2,0.2,0.752339337,0.226877337,0.2,0.383405424,0.2,0.391698061,0.556473205,0.203318467,0.202786733,0.2,0.2,0.506923162,0.2,0.2,0.200027113,0.657778755,0.017773491,0,0.007030927,0,0.057178141
5654,0.329737161,0.348900649,0.2,0.357949571,0.208942245,0.280977309,0.482587347,0.200237672,0.207778108,0.329058204,0.263869843,0.2,0.2,0.2,0.786811561,0.232265966,0.2,0.373039031,0.2,0.404960923,0.562086975,0.204205977,0.202688378,0.200094377,0.2,0.506046228,0.2,0.2,0.200092635,0.665691132,0.011445195,0,0.003843272,0,0.044731088
5655,0.338918524,0.356310729,0.2,0.372670611,0.210997519,0.27677159,0.483838233,0.200151246,0.206983592,0.330420607,0.266227599,0.2,0.2,0.2,0.766264911,0.239166284,0.2,0.390582158,0.2,0.422390904,0.571202144,0.205035309,0.202590023,0.201577178,0.2,0.508088572,0.2,0.2,0.201120658,0.680765057,0.007457674,0,0.002411465,0,0.033067073
5656,0.364276008,0.368642219,0.2,0.400097351,0.214535655,0.289045491,0.501667136,0.200113434,0.207251938,0.336837444,0.268028167,0.2,0.2,0.2,0.750727958,0.253264073,0.2,0.401147905,0.2,0.438160383,0.588551891,0.20497713,0.20237692,0.202321302,0.2,0.518368958,0.201740409,0.200099276,0.203004991,0.695290187,0.006337761,0,0.001507166,0,0.028850083
5657,0.405781935,0.383560246,0.2,0.453862966,0.23685521,0.315304018,0.513784158,0.20006482,0.211954583,0.341331464,0.280702593,0.2,0.2,0.200143002,0.714261887,0.257868938,0.2,0.416498142,0.2,0.472777087,0.610617186,0.205711779,0.202098246,0.202546354,0.2,0.530858942,0.209488805,0.207139583,0.203576617,0.729147769,0.004744645,0,0.000602866,0,0.022186097
5658,0.441922182,0.434088598,0.20231149,0.500941004,0.265579468,0.367265643,0.557105527,0.200118836,0.223451398,0.356266226,0.314556565,0.200267039,0.2,0.2,0.714901422,0.271458177,0.201233995,0.471121062,0.203032908,0.514025221,0.637121652,0.210771043,0.201975302,0.207316003,0.201093533,0.552020064,0.218929927,0.221948219,0.221099708,0.756007153,0.006757334,0,0.000602866,0,0.032455324
5659,0.484614332,0.510650096,0.20719027,0.562942313,0.322167112,0.446608875,0.629634345,0.200864262,0.242500068,0.37535243,0.378457516,0.201366246,0.201352126,0.200127113,0.757969758,0.287763668,0.203131763,0.537705205,0.211323703,0.579630908,0.667214242,0.22948633,0.20195891,0.238674449,0.210882306,0.576921775,0.231994914,0.266564406,0.231304628,0.808371846,0.010284271,0,0.002411465,0,0.04350759
5660,0.523463121,0.613356591,0.212287641,0.607858568,0.366283389,0.519465792,0.699020876,0.203240981,0.274353085,0.388120008,0.475340517,0.205117212,0.208056416,0.20206029,0.825497197,0.301749775,0.204784515,0.60867513,0.212804202,0.672005577,0.690059584,0.259790584,0.202081854,0.267638995,0.217854405,0.603992806,0.278199193,0.309029619,0.226896554,0.860193477,0.015079391,0,0.004446138,0,0.055432617
5661,0.545198672,0.688324223,0.257959342,0.643074698,0.400574013,0.570756456,0.739772653,0.21334744,0.301499512,0.4020531,0.563694609,0.240757599,0.221868757,0.208230566,0.917019762,0.321778646,0.227241442,0.699779781,0.237004016,0.733253769,0.709749474,0.299587091,0.211048578,0.303732606,0.274466258,0.630166187,0.320445831,0.344123605,0.254717953,0.920569417,0.034228325,0.127611037,0.014265322,0,0.078581199
5662,0.559227731,0.74533989,0.2855577,0.668834774,0.424466574,0.617278196,0.760849339,0.225825216,0.341813343,0.407861115,0.629505004,0.266020727,0.221878147,0.2147557,0.970803454,0.343730033,0.23717577,0.757791714,0.244706841,0.788928174,0.72813992,0.33646896,0.238538883,0.335405036,0.289457596,0.646263263,0.35215465,0.36922383,0.287500224,0.95465626,0.007911948,0,0.000120573,0,0.047509788
5663,0.571884726,0.774099386,0.368631827,0.695389827,0.467978889,0.665080757,0.793146327,0.259590835,0.382666498,0.410984354,0.680279558,0.317068642,0.266056981,0.234103357,1.01096253,0.370248393,0.303771405,0.821784258,0.305665331,0.817283622,0.753751882,0.374636463,0.294798111,0.377673056,0.353956138,0.66319124,0.415286194,0.395225809,0.370050873,0.983995964,0.019918677,0.025522207,0.001688025,0,0.060484304
5664,0.586052177,0.813163087,0.402178668,0.712579483,0.485390125,0.702080198,0.813672925,0.286112862,0.426379388,0.40936269,0.724783231,0.334525538,0.285118199,0.249521104,1.047115103,0.385961574,0.31672167,0.836935141,0.318778323,0.84248729,0.761069653,0.397322731,0.351557312,0.411142271,0.369166182,0.672597761,0.441034709,0.413558736,0.378208031,1.004931811,0.035149493,0.063805518,0.010309013,0,0.07646047
5665,0.597131496,0.854268055,0.452436142,0.735250302,0.50387407,0.745963643,0.844553247,0.292168094,0.465881602,0.407162924,0.762163316,0.361924978,0.299822568,0.259086357,1.074583785,0.399078161,0.333912958,0.861455649,0.327855897,0.877156876,0.772404885,0.416295829,0.391653486,0.438457042,0.387583923,0.684473584,0.466807065,0.429674503,0.396065511,1.024216977,0.052588588,0.153133244,0.026827547,0,0.1028554
5666,0.615553532,0.894785809,0.488824675,0.759685414,0.531223638,0.781196815,0.866850678,0.29862845,0.503558006,0.409922173,0.795546103,0.366576425,0.304761583,0.274175728,1.107218912,0.412677371,0.344145761,0.862851125,0.333287213,0.907394932,0.78144953,0.442537842,0.441232751,0.467338101,0.410952383,0.696144942,0.482923728,0.448669268,0.408938773,1.048878319,0.070488266,0.127611037,0.046360413,0,0.13544395
5667,0.634576588,0.931836205,0.557104333,0.779824856,0.568881126,0.811856573,0.880640572,0.330427874,0.559268887,0.418136618,0.836107374,0.425523724,0.377954783,0.313760833,1.117244574,0.44137352,0.388591855,0.881989082,0.380240183,0.933476444,0.789181389,0.474910291,0.528547663,0.505954472,0.466921371,0.70901355,0.496990046,0.462377598,0.48010284,1.062184066,0.094489105,0.216938763,0.072886527,0,0.172823174
5668,0.648601692,0.951661663,0.550434962,0.797335292,0.598466255,0.83006136,0.89406123,0.33887603,0.59619813,0.423684441,0.863706934,0.416127679,0.36579504,0.325725344,1.158250094,0.445080945,0.39568844,0.871822043,0.395269363,0.941704918,0.789968585,0.500557969,0.554283965,0.533808278,0.46532415,0.723919131,0.486333022,0.472627821,0.447267098,1.080706939,0.129077064,0.306266489,0.112585268,0,0.217499884
5669,0.662840317,0.985622196,0.572503417,0.809252988,0.621236528,0.843804929,0.890843587,0.341096102,0.621937052,0.427928974,0.892172926,0.422157791,0.374358504,0.338664387,1.182395699,0.447665573,0.398526183,0.902921223,0.403915477,0.951858305,0.793016822,0.52449793,0.609018686,0.558823526,0.461665787,0.731564878,0.491721137,0.497992781,0.398492098,1.082846233,0.174372021,0.306266489,0.17327129,0.00237076,0.272976003
5670,0.678439144,1.015891671,0.424261075,0.812697893,0.632319683,0.84883824,0.869548373,0.324993829,0.649437328,0.420137167,0.909817211,0.295823518,0.350508507,0.310312893,1.179937875,0.449915156,0.371975244,0.951563531,0.377689494,0.961853046,0.777436359,0.514354304,0.650868864,0.461744472,0.377735502,0.714356097,0.480634971,0.470865676,0.227438055,1.078561914,0.212565784,0.357310903,0.21721647,0.023391501,0.308582514
5671,0.678767332,1.016241203,0.294733898,0.79868815,0.610906071,0.803690635,0.812821418,0.324858788,0.665260575,0.413253008,0.892410806,0.231628592,0.291860049,0.261914621,1.183123014,0.397913483,0.374772893,0.988643324,0.378226704,0.940604968,0.747583454,0.487864747,0.688874988,0.312899843,0.305052034,0.680183664,0.458581845,0.425471829,0.209234888,1.058802464,0.532207864,0.280744281,0.562715338,0.163576602,0.600590708
5672,0.666746943,0.951703607,0.241160342,0.768311623,0.564581276,0.749090716,0.756041714,0.316718525,0.541604044,0.406810105,0.813920496,0.210482832,0.22254482,0.227710633,1.095255834,0.341011786,0.372612288,0.962129279,0.360642606,0.885776678,0.705519014,0.447469341,0.595757114,0.235282335,0.242674282,0.643732583,0.419839866,0.370423412,0.202617129,0.965365624,0.448135527,0,0.471946292,0.196773099,0.529644136
5673,0.643714455,0.86086722,0.2,0.737181959,0.509111413,0.690874945,0.680106867,0.288694843,0.403369973,0.386476468,0.719559937,0.2,0.206610393,0.209258063,0.924230212,0.312052388,0.34200743,0.876805886,0.309463869,0.798584468,0.665765174,0.411942694,0.35681932,0.203844032,0.2,0.606198184,0.415500765,0.3252943,0.2,0.85762002,0.303777172,0,0.331177027,0.225368565,0.408664652
5674,0.63535554,0.766171999,0.2,0.709476279,0.475127276,0.648288986,0.625022643,0.277918582,0.305062998,0.371169337,0.642291049,0.2,0.202197204,0.200603787,0.790673855,0.291865967,0.349006009,0.793874737,0.291211431,0.69757942,0.639958319,0.37569965,0.239817501,0.20014338,0.2,0.57850839,0.391063517,0.2903575,0.2,0.769063579,0.157229467,0,0.166240363,0.161527797,0.268952054
5675,0.62648655,0.699355455,0.2,0.693660402,0.433936159,0.612983608,0.590148526,0.288181688,0.253657503,0.347445286,0.568773345,0.2,0.203633838,0.200137706,0.701489984,0.288571364,0.313291432,0.708351991,0.300009825,0.635918747,0.605011993,0.333474468,0.211646906,0.2,0.2,0.556388624,0.361905708,0.263288306,0.2,0.696535362,0.073359029,0,0.056413207,0.089298635,0.136221551
5676,0.628083996,0.672483431,0.2,0.716965809,0.404346523,0.600906329,0.595611736,0.290196498,0.231357102,0.33350242,0.524805817,0.2,0.203239468,0.200418414,0.635994011,0.28154341,0.310952632,0.655722608,0.305381921,0.600572269,0.585182486,0.304844848,0.206196384,0.2,0.2,0.535170727,0.357018258,0.255999809,0.2,0.643755133,0.040222225,0,0.020761206,0.034455049,0.085318595
5677,0.629404657,0.632385116,0.2,0.743004824,0.389968619,0.600678603,0.59616936,0.296829705,0.218852672,0.324270944,0.480249078,0.2,0.202169035,0.200519045,0.591527475,0.279814342,0.319287667,0.622430537,0.310639808,0.585363341,0.57944387,0.293898128,0.205680018,0.2,0.2,0.525542863,0.345264538,0.257067024,0.2,0.609249888,0.017773491,0,0.007030927,0,0.057178141
5678,0.649439956,0.612419845,0.2,0.758890436,0.389315078,0.59988767,0.580962799,0.300951153,0.215856133,0.327315986,0.450138055,0.2,0.201286397,0.200836827,0.556208807,0.28316678,0.343686911,0.559235407,0.326650348,0.610418939,0.577373432,0.295628659,0.205221027,0.2,0.2,0.522230768,0.334631355,0.260111481,0.2,0.569397125,0.011445195,0,0.003843272,0,0.044731088
5679,0.669993239,0.576459989,0.2,0.784141447,0.396021762,0.605894094,0.586923349,0.332896421,0.213844849,0.339529201,0.421936475,0.2,0.201483583,0.20109635,0.543060706,0.296823825,0.399109769,0.585350744,0.370642319,0.596574373,0.581384697,0.300444942,0.205089886,0.2,0.2,0.526045393,0.331031331,0.272223126,0.200004519,0.552267014,0.007457674,0,0.002411465,0,0.033067073
5680,0.696078273,0.562296951,0.2,0.804497068,0.422740324,0.606863876,0.606221666,0.355550877,0.213708044,0.367374904,0.411768024,0.2,0.201427244,0.201472392,0.516958875,0.307429574,0.415289804,0.595916492,0.388264488,0.623491425,0.592418774,0.311693963,0.204999727,0.2,0.2,0.532857554,0.325500169,0.278130034,0.20022142,0.539144676,0.006337761,0,0.001507166,0,0.028850083
5681,0.730150539,0.572587174,0.2,0.828660214,0.459365668,0.622769181,0.606914928,0.37532086,0.215464137,0.387977112,0.419321626,0.2,0.205399114,0.204078209,0.531266917,0.315925341,0.430899618,0.595119077,0.403890097,0.664549183,0.613932269,0.352100776,0.204770232,0.200346653,0.2,0.551128936,0.363431546,0.309120622,0.200793047,0.540729444,0.004744645,0,0.000602866,0,0.022186097
5682,0.766160302,0.608239442,0.203543975,0.870654577,0.508719288,0.655741751,0.617328936,0.445525908,0.226905704,0.424424523,0.457084148,0.204595554,0.210169113,0.210619231,0.563500767,0.334093519,0.541233026,0.628809856,0.509986888,0.717209302,0.641395474,0.4151699,0.205614448,0.207415824,0.20440064,0.585525782,0.403079491,0.346266307,0.213489323,0.569683702,0.006757334,0,0.000602866,0,0.032455324
5683,0.80276713,0.686968039,0.204399738,0.909747967,0.57044061,0.724058579,0.66374738,0.48121991,0.249349486,0.467660208,0.540866371,0.208154004,0.219643384,0.227668262,0.622087246,0.35631015,0.562665336,0.697387536,0.533932903,0.768346412,0.677309117,0.479113987,0.206966833,0.23584315,0.208768143,0.654314486,0.432070411,0.417380853,0.224494068,0.630108359,0.010284271,0,0.002411465,0,0.04350759
5684,0.831663511,0.84069223,0.211538848,0.942376932,0.621529494,0.814126062,0.739825401,0.50500871,0.284452919,0.500410467,0.687293356,0.209271841,0.235699878,0.245765974,0.693458169,0.376309106,0.577107977,0.821385551,0.550662542,0.852027243,0.715541936,0.526718987,0.214654939,0.262471875,0.216939814,0.7207881,0.465638845,0.454849185,0.233113648,0.745141604,0.015079391,0,0.004446138,0,0.055432617
5685,0.856898419,0.948040511,0.254159568,0.960877603,0.667547801,0.875807718,0.785060777,0.543014612,0.328184224,0.536565569,0.800809653,0.233367451,0.268413811,0.26314338,0.751668451,0.40587278,0.629581721,0.916875984,0.602065469,0.912175485,0.740455333,0.570691812,0.248792422,0.293931958,0.272603938,0.766344183,0.526004808,0.476309298,0.265310736,0.866485264,0.034228325,0,0.014265322,0,0.078581199
5686,0.881267385,1.017807106,0.278027915,0.980507981,0.712610586,0.927677141,0.821087819,0.560424081,0.385652513,0.565920294,0.8908838,0.251228011,0.286507884,0.288115787,0.803740445,0.427566901,0.649044985,1.007581927,0.625867663,0.957093645,0.764975133,0.592786026,0.278758002,0.328167075,0.289795597,0.803040392,0.571040868,0.510724899,0.295326004,0.937984672,0.007911948,0,0.000120573,0,0.047509788
